"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Sep 13 16:06:57 EEST 2023","Wed Sep 13 16:07:03 EEST 2023","5583","chromium","","","","","Search for BigCommerce Partner",""
